"Kategori","Pesan","BERT_Score","ROUGE_L"
"spam","Bronet offers 24-hour 3GB and 60-hour plans, priced at Rp31900 and Rp34900 respectively, which can be activated immediately by dialing *123*888#.",0.6316,0.0
"spam","Hari ini diperkenalkan paket BRONET 24Jam 3GB 60hr Rp31900 dan BRONETSpecial 6GB 60hr (3GB 24Jam+3GB 00-06) Rp34900 yang dapat diaktifkan melalui *123*888#.",0.5904,0.0
"spam","Nomor Anda terpilih sebagai pemenang hadiah 1 unit mobil dengan PIN pemenang br25h99 dan informasi terkait pada www.gebeyar-3care.tk.",0.6074,0.0
"spam","Nomor Anda terpilih untuk mendapatkan hadiah 1 unit mobil dengan PIN pemenang br25h99.",0.6029,0.0
"spam","Rudy from Malaysia is asking to invest RM 5jt with someone he can trust to live in Indonesia.",0.5843,0.0
"spam","Seorang berpangkat Rudy dari Malaysia membutuhkan orang yang bisa dipercaya untuk menabalkan uang sebesar RM 5 juta sebagai bekal hidup di Indonesia.",0.6014,0.0755
"spam","Bella is unsure about writing something, so she's going to just chat on the phone instead.",0.548,0.0
"spam","Bella is confused about what to write and instead of writing a lengthy message, it would be easier to just chat over the phone.",0.5643,0.0
"spam","Dengan menggunakan handphone XL Axiata, Anda dapat langsung mengakses internet.",0.5672,0.0
"spam","Dengan menggunakan handphone XL Axiata, Anda langsung dapat mengakses internet.",0.6206,0.0606
"spam","Beli RAWIT diskon datang sendiri, sementara kartu AXISmu perlu diisi ulang sekarang dan pastikan ikutan promo Rabu RAWIT.",0.6447,0.0
"spam","Beli RAWIT dan tunggu diskonnya datang sendiri, isi ulang kartu AXIS sekarang dan pastikan ikutan promo Rabu RAWIT.",0.6703,0.0513
"spam","Pakai kode undangan nxmvf722ue dan dapatkan perjalanan gratis hingga Rp75.000",0.6073,0.0556
"spam","Pakai kode undang nxmvf722ue dan dapat naik bebas hingga Rp75.000",0.6122,0.0
"spam","Berlibur ke Lombok dengan foto dan internet Rp1500 per jam untuk 7MB, hubungi *100*15# dan cek status paket di *889#.",0.5818,0.0
"spam","Pakar penggunaan internet, kini dapat menikmati liburan di Lombok sambil meningkatkan kemampuan foto dan berhemat dengan paket internet Rp1500 yang diperoleh 7MB per jam.",0.6224,0.0488
"spam","Dapatkan BONUS PULSA 50rb dengan isi ulang di hari Minggu mulai dari 10rb, kirim ke 123 dan cek bonus dengan kode *555*3#.",0.6765,0.0465
"spam","Dapatkan BONUS PULSA sebesar 50rb jika isi ulang pada hari Minggu, minimal 10rb, serta GRATIS krm ke 123.",0.6375,0.0
"spam","Mengganti kartu SIM menjadi SIM 4G di gerai IndosatOoredoo terdekat dan nikmati GRATIS 10GB di jaringan 4G.",0.6163,0.0
"spam","Beli kartu SIM 4G di IndosatOoredoo dan nikmati 10GB data gratis.",0.6,0.1111
"spam","Nasabah BANK BRI, Anda dialokasi hadiah Cek Rp. 27jt dari BRI UNTUNG BELIUNG BRITAMA dan pin Anda (ijh76k79), informasi dapat diakses melalui www.info.",0.6594,0.1633
"spam","Nasabah BANK BRI, Anda akan menerima hadiah Cek Rp. 27 juta dari BRI UNTUNG BELIUNG BRITAMA, verifikasi PIN Anda: (ijh76k79) informasi lebih lanjut di www.info.",0.6485,0.0377
"spam","Flash Volume Ultima menawarkan kuota 1.8GB/30hr mulai dari Rp60rb, zona lokasi sesuai, hubungi *363*145# dan lihat info tarif & lokasi di tsel.me/FL.",0.6268,0.0755
"spam","Flash Volume Ultima offers 1.8GB/30hr internet package starting from Rp60rb, depending on your location zone.",0.5814,0.0
"spam","Anda telah memenangkan hadiah mobil Toyota Yaris dengan nomor pin [8JF2177] dan dapat mengakses informasi di www.hadiahtricare.blogspot.com.",0.6539,0.1702
"spam","Anda menerima SIM Card dan hadiah 1 unit mobil Toyota Yaris sebagai pemenang dengan no. pin [8JF2177].",0.6178,0.0476
"spam","Sy Ajeng received an SMS from PT. 3Care Indonesia claiming a cash prize of Rp. 100 juta at website www.pttricare2016.blogspot.com, but was asked to pay an administrative fee of Rp. 1,250 juta.",0.6263,0.1034
"spam","Ajeng received a SMS from PT. 3Care Indonesia claiming to have won Rp. 100 juta cash prize on website www.pttricare2016.blogspot.com, but was asked to pay an administrative fee of Rp. 1,250 juta, including a phone call from Pak Bambang Purwanto providing a payment account number at Bank BRI a/n PT. TRI LESTARI, and even listed KTP Marketing Office PT. 3 Care Indonesia on the website.",0.5872,0.0792
"spam","Cek pulsa dan kuota internetmu dengan hanya 1x klik melalui aplikasi myCare di https://mycare.indosatooredoo.com.",0.6635,0.1364
"spam","Cek pulsa dan kuota internetmu dengan mudah, hanya 1x klik dengan mengunduh aplikasi myCare dan akses di https://mycare.indosatooredoo.com.",0.5957,0.1702
"spam","Bayar bulan ini, silakan dulu telepon/sms ke atasan kami Bpk. Dedy di nomor 085221118517.",0.6629,0.0
"spam","Diwajibkan telpon atau sms ke atasan kami Bpk. Dedy sebelum bayar bulan ini, serta nomor HPnya 085221118517.",0.6355,0.0488
"spam","Anda menerima hadiah dari pengundian PT.TELKOMSEL dengan nomor PIN b89c7 dan diperintahkan untuk melihat hadiah tersebut dengan mengklik website www.telkomselpoin2222.webs.com.",0.605,0.0
"spam","Anda menerima pengundian PT. TELKOMSEL dan mendapat hadiah, dengan kode pin b89c7, untuk melihat hadiah Anda, silakan klik www.telkomselpoin2222.webs.com.",0.6741,0.1304
"spam","Dapatkan keselamatan dan keberkahan serta dijauhkan dari mara bahaya.",0.6227,0.0
"spam","Menginginkan kasih sayang Allah untuk membebaskan si pemilik HP ini dan keluarganya dari mara bahaya dan memberkati rejekinya.",0.55,0.0
"spam","Dapatkan NSP Warkop DKI dan akses ke *600# serta promo gratis lainnya sesuai dengan hobimu.",0.6254,0.0
"spam","Warkop DKI fans, get free NSP access with *600# and enjoy various promotions matching your interests!",0.6089,0.0
"spam","Dapatkan e-tiket pesawat dengan promo domestik dan internasional serta booking online cepat dan aman melalui 085217845777/082310204777 atau link www.citiling-travel.com.",0.626,0.0
"spam","Dapatkan e-TIKET pesawat PROMO yang melayani pemesanan domestik dan internasional secara online cepat dan aman melalui nomor 085217845777/082310204777 atau link www.citiling-travel.com",0.6208,0.0
"spam","Indosat Ooredoo pelanggan setia, bonus 14 hari masa aktif, 10 menit telp dan 100 SMS ditawarkan, tetapi hanya untuk pengisi ulang s/d 16 Desember 2015 dan berlaku 1x.",0.6111,0.0357
"spam","Indosat Ooredoo pelanggan setia mendapat bonus 14 hari masa aktif, 10 menit telp, dan 100 SMS, namun hanya jika melakukan isi ulang hingga 16 Desember 2015.",0.5926,0.0345
"spam","PaketTelkomselFlash menawarkan 600 MB dan tambahan 600 MB di 3G serta 11 GB, berlaku 30 hari, dan otomatis diperpanjang jika langganan diaktifkan.",0.6004,0.0
"spam","PaketTelkomselFlash seharga Rp.50000 menawarkan 600 MB + 600 MB di 3G + 11 GB dengan masa aktif 30 hari, yang dapat diperpanjang secara otomatis jika langganan tidak diaktifkan kembali.",0.6064,0.0385
"spam","Penggantian pulsa sebesar 20 ribu rupiah diawali dengan pengiriman nomor tujuan 081356256931.",0.6235,0.05
"spam","Pangmeulikeun heula pulsa simpati 20 ribu yang harus digantikan dengan nomor 081356256931.",0.6977,0.0909
"spam","Blackberry City menawarkan diskon 40% untuk varian Torch2 seharga 2,2jt, Onyx3 2,1jt, Davis 1,3jt, Gemini 3G 1,1jt.",0.6033,0.0
"spam","Berbagai model Blackberry dengan diskon 40% dijual, yaitu Torch2 seharga 2,2jt, Onyx3 seharga 2,1jt, Davis seharga 1,3jt, Gemini 3G seharga 1,1jt.",0.5737,0.04
"spam","Dapatkan gratis 120 menit nelpon ke sesama Indosat, 120 SMS ke sesama Indosat, dan 12 MB internet sehari-hari setiap isi ulang pulsa Rp 12.000.",0.5954,0.0357
"spam","Gratisan 120 menit nelpon, 120 SMS, dan 12 MB internet ke sesama Indosat setelah isi ulang ponsel dengan biaya Rp 12.000.",0.6529,0.0784
"spam","Internetan puas dengan kuota 30GB selama 30 hari untuk kamu yang membutuhkan kuota besar dan tersedia di semua jaringan.",0.6434,0.0426
"spam","Untuk mendapatkan internetan puas dan kuota besar, kamu bisa beli paket SUMO 30GB yang berlangsung selama 30 hari dan dapat digunakan pada semua jaringan.",0.6567,0.0
"spam","Pembayaran bulan ini harus dilakukan melalui HP 08562115779 yang telah dikuasakan.",0.6199,0.0
"spam","Pembayaran bulan ini harus dilakukan melalui pihak Yogi dengan HP 08562115779.",0.6632,0.0
"spam","Paket Flash 10 MB untuk 1 hari akan berakhir pada 08/07/2016, dan tarif non-paket akan berlaku setelahnya, info dan kuota dapat dicek melalui *363# dan *889#.",0.5853,0.037
"spam","Paket Flash Anda yang seharga 10 MB dalam satu hari akan habis pada 08/07/2016, setelah itu tarif non-paket berlaku dan informasi lebih lanjut dapat diperoleh dengan menghubungi *363# atau cek kuota Anda melalui *889#.",0.6361,0.037
"spam","Penawaran spesial: dapatkan 1.5 GB data (00-24) + panggilan sepuasnya ke nomor Indosat hanya Rp20rb untuk 1 minggu, daftar sekarang.",0.6203,0.0408
"spam","Penawaran spesial: paket data 1.5 GB dan nelpon sepuasnya ke nmr Indosat hanya Rp20rb untuk 1 minggu.",0.6003,0.0
"spam","Anda menerima hadiah dari pengundiang PT. INDOSAT dan diinformasikan untuk melihat hadiahnya dengan mengklik www.pemenangindosat-poin.webs.com.",0.6431,0.1778
"spam","Anda menerima hadiah dari pengundiang PT. INDOSAT karena nomor Anda b89c7h9, untuk melihat hadiahnya klik www.pemenangindosat-poin.webs.com.",0.6272,0.1224
"spam","Anda memenangkan 1 unit mobil Freed dari TelkomSel, edisi THN 2013, yang diundi malam ini pukul 23:30 di RCTI, dengan informasi hub 082329676767 dan pengirim H. MULYADI.",0.6391,0.0755
"spam","Anda memenangkan 1 unit mobil Freed dari Telkomel, edisi THN 2013, undi pada malam ini pukul 23:30 di RCTI, hubungi 082329676767 untuk informasi lebih lanjut.",0.672,0.1333
"spam","Transfer ke Bank xxx, nomor rekening 7390685xxx, dan SMS konfirmasi ke no ini.",0.6035,0.0
"spam","Segera transfer ke Bank xxx untuk no rekening xxx 7390685xxx setelah selesai.",0.6303,0.0606
"spam","Flash promo until August 9! Datangi Gallery Smartfren terdekat, dapat diskon 290 ribu dengan tukar HP Smartfren untuk Andromax 4G LTE or 190 thousand for MiFi 4G LTE.",0.5918,0.0
"spam","Flash promo until August 9th, offering a discount of 290,000 rupiah to exchange your Smartfren phone for Andromax 4G LTE or 190,000 rupiah to exchange for MiFi 4G LTE at the nearest Gallery Smartfren.",0.6114,0.0
"spam","Bayar tagihan listrik atau beli token listrik dengan menggunakan TCASH, hanya dengan menghubungi *800# dan memilih menu pembayaran atau pembelian.",0.6067,0.0
"spam","Bayar tagihan listrik atau beli token listrik dengan menggunakan TCASH, cukup hubungi *800# dan pilih menu pembayaran atau pembelian.",0.6563,0.0417
"spam","Nomor rekening BRI Andika Septiana adalah 5829-01-012786-534.",0.5815,0.0
"spam","Belikan pulsa 20 ribu ke nomor 085340781778 besok.",0.5641,0.0299
"spam","Belikan 20rbu pulsa di no baruku 085340781778 besok.",0.602,0.0667
"spam","Paket 50 SMS Anda ke semua operator telah diaktifkan, dan Anda dapat mengecek kuota di *888#.",0.6522,0.1081
"spam","Paket 50 SMS Anda ke semua operator sudah aktif, cek kuota di *888#.",0.6102,0.15
"spam","Beli POPMIE sekarang dan kirim kode di *200*200* dan siapa tahu kamu pemenangnya.",0.6556,0.0
"spam","Siapa tahu kamu pemenangnya kalau kamu beli POPMIE dan mengirim kodenya di *200*200*Kodeuniq# sebelum mengetahui penipuan CS:02171790989.",0.6235,0.0
"spam","No Simcard received official message about winning a Rp.100juta check from TRI CARE, requiring a PIN code and information available at www.situstricare77.blogspot.com.",0.652,0.0465
"spam","No Simcard Anda telah menerima hadiah sebesar Rp.100 juta dari TRI CARE, dengan PIN 7Y7R8K9Z dan dapat diinformasikan lebih lanjut melalui situs www.situstricare77.blogspot.com.",0.6439,0.0476
"spam","You are eligible to receive a prize of IDR 45 billion, with a winning pin number of 94AD653, and can check the details at www.undian-bimatri.blogspot.com.",0.5987,0.0476
"spam","Anda menerima pesan resmi dari Tri Care dan mendapat hadiah cek tunai sebesar Rp.45jt dengan nomor pin undian 94AD653.",0.6114,0.0455
"spam","IndosatOoredoo menawarkan rahasia terheboh artis-artis top dan bonus gratis nelpon 60 menit dengan menghubungi *700*1#.",0.6525,0.0
"spam","Bergembiralah, sahabat IndosatOoredoo, dengan tahu rahasia-rahasia terheboh artis-artis top yang menghadirkan bonus gratis nelpon 60 menit.",0.5849,0.0
"spam","Saya mau menawarkan kesempatan menang togel 100% dengan angka 07.31.19.43 yang berlaku untuk SGP Senin, dengan biaya mahar Rp 100.000 yang akan dikirimkan ke nomor 0823xxxx.",0.5856,0.0333
"spam","Anda ditawarkan untuk menang togel dengan tembusan shio 7, tunggal angka 07.31.19.43, dengan biaya mahar pulsa 100 ribu rupiah yang akan dikirim ke no 0823xxxx.",0.6727,0.1053
"spam","Saya memiliki nomor baru dan memerlukan bantuan Anda untuk mengirimkan pulsa 50.000 ke nomor baru ini 085687329010 karena saya sedang menghadapi masalah di kantor polisi.",0.627,0.1
"spam","Pada nomor baru papa, kantor polisi sedang menangani masalah dan meminta saya mengirim pulsa 50.000 ke nomor 085687329010.",0.6102,0.0
"spam","Kamu sudah bergabung layanan Bung Gita Bicara Bola dan dapat informasi menarik serta prediksi akurat dari Bung Gita.",0.5956,0.0
"spam","Kamu sudah bergabung layanan Bung Gita Bicara Bola dan mendapatkan informasi menarik serta prediksi akurat dari Bung Gita.",0.6452,0.0
"spam","Dapatkan diskon 30% untuk pemesanan Dominos Pan Pizza yang menjadikan roti lebih tebal dan keju terasa sampai pinggir, mulai Rp45500.",0.6264,0.0417
"spam","Dapatkan diskon 30% untuk Dominos Pan Pizza yang memiliki roti lebih tebal dengan keju yang terasa sampai pinggir, mulai dari Rp45500.",0.625,0.0444
"spam","Ibrani diskon besar: Z10 4,4 jt, IPHONE 5 32GB 3,7 jt, S.NOTE 2 3,8 jt, dan lain-lain PIN BB 28AB8391.",0.6225,0.0385
"spam","Beli iPhone 5 32GB, Samsung Note 2, camera, laptop, dll dengan diskon 40% dan harga terjangkau: Z10-4,4jt, 32GB-3,7jt, 2-3,8jt. Pin BB: 28AB8391, contact 0897-9844-777 or visit www.indracell.com.",0.629,0.0299
"spam","Andromax A 4G hanya 99rb, 450,000 lebih murah dari harga normal 649rb, kunjungi Galeri Smartfren sebelum stok terbatas!",0.5936,0.0417
"spam","Hari terakhir untuk membeli Andromax A 4G Galeri Smartfren dengan harga 99 juta, karena biasanya harganya 649 juta, tapi stok terbatas dan hanya tersedia hingga 22 Agustus.",0.5988,0.0351
"spam","Mega Cell mencari agen pulsa yang dapat mengirimkan pulsa ke semua operator dengan harga mulai dari 4.000 rupiah hingga 16.000 rupiah.",0.5727,0.0385
"spam","Mega Cell offers cell phone agents for purchasing various denominations of prepaid credits with prices starting from V.5 at 4000 to V.10 at 8000 and V.20 at 16,000, etc.",0.5605,0.0
"spam","Gratis pulsa sebesar 250 ribu rupiah untuk 7 hari 7 malam dengan syarat isi ulang mulai 10 ribu rupiah.",0.5905,0.0
"spam","Dapatkan GRATIS pulsa hingga 250 ribu rupiah dalam 7 hari 7 malam dengan syarat isi ulang mulai 10 ribu rupiah, daftar sekarang!",0.5689,0.0
"spam","Biaya transport Rp 10 juta untuk seminar ke Denpasar Bali yang mewakili kemahasiswaan & kewirausahaan, nomor peserta 100/semnas/9997175/dikti/2011.",0.5659,0.0345
"spam","Seminar ke Denpasar Bali, yang mewakili kemahasiswaan dan kewirausahaan, menawarkan biaya transportasi sebesar Rp 10 juta dengan nomor peserta 100/semnas/9997175/dikti/2011.",0.6238,0.0488
"spam","Rekening MANDIRI dengan nomor 136-001-198-6939 milik a/n ALI SYAMSUDIN.",0.6531,0.0488
"spam","Rekening bank Mandiri milik Ali Syamsudin memiliki nomor rek: 136-001-198-6939.",0.6139,0.0
"spam","Pelanggan setia Smartfren dapat tukarkan hpnya dengan Andromax E 4G LTE hanya dengan membayar 859 ribu rupiah, yang seharusnya dijual dengan harga 999 ribu rupiah, untuk segera melakukan pertukaran ke Galeri Smartfren.",0.6211,0.0345
"spam","As a loyal customer, you can exchange your Smartfren HP for Andromax E 4G LTE at a discounted price of IDR 859 million (originally IDR 999 million).",0.5714,0.0
"spam","PT M-TRONIK claims to have contacted you, but there's no connection, and you allegedly received the 2nd prize pin 25e477r, and check your prize at www.hadiahmtronik-2016.tk.",0.5941,0.0
"spam","PT M-TRONIK claims to have contacted you, but the call wasn't connected, and you're told you've won the second prize worth IDR 25,000,000, check your prize at www.hadiahmtronik-2016.tk.",0.5975,0.0
"spam","Anda bermasalah dengan CC/KT, stres dengan bunga dan pelunasan diskonto hingga 75%, hubungi ATY di 082134976289 (wa) atau 087888869297.",0.6755,0.0488
"spam","Anda bermasalah dengan CC/KT@, stres dengan bunga pelunasan diskon hingga 75%.",0.6514,0.0
"spam","Saya telah survei rumah dan tanah, merasa cocok, dan siapkan untuk nego harga, hubungi Pak Haji Derawan di 085796022225.",0.6315,0.0417
"spam","Mengenai rumah dan tanah yang kemarin, survei telah selesai dan rasanya cocok untuk nego harga, hubungi pak Haji dermawan pada nomor 085796022225.",0.6324,0.0444
"spam","Pelanggan baru Grab di Bandung dapat diskon 30ribu dengan menggunakan kode promo URANGBANDUNG dan menghemat waktu dari keberatan jalanan macet dan susah parkir.",0.662,0.0
"spam","Pelanggan baru Grab di Bandung dapat diskon 30ribu dengan menggunakan kode promo URANGBANDUNG berlaku 3x.",0.6356,0.0571
"spam","Ditawarkan diskon 60% untuk beberapa produk: toko Bursa Cuci Gudang dengan harga BB Dakota Rp 2,3 JT, TOCH Rp 1,6 JT, dan GEMINI Rp 1 JT, serta LAPTOP.",0.668,0.2769
"spam","Bursa cuci gudang diskon 60% tersedia untuk BB Dakota, 2,3 JT untuk TOCH, 1,6 JT untuk Gemini, dan 1 JT untuk Laptop, dengan kontak 085322222369 dan PIN BB 2A6FB800E.",0.6082,0.0
"spam","Kirimkan uangnya ke rekening BRI, A/N Hasan Mahmun, REK 3292-0101-9525-532, dan terima kasih.",0.6515,0.0476
"spam","Saya minta Anda mengirimkan uang ke rekening BRI Hasan Mahmud, nomor rekening 3292-0101-9525-532.",0.5985,0.0526
"spam","Paket Internet BRONET dengan kuota 2GB dan durasi 24 jam serta 60 jam otomatis diperpanjang sejak 27 Oktober 2016 jam 23:59.",0.6603,0.0444
"spam","Paket Internet BRONET 2GB, 24 jam, dengan durasi 60 jam diperpanjang secara otomatis sejak 27-10-2016 pukul 23:59.",0.5728,0.0
"spam","Nonton Hemat hanya 25ribu di Cinema XXI dengan menggunakan TCASH TAP di graPARI terdekat, serta dapatkan stiker TCASH TAP.",0.6344,0.0455
"spam","Nonton Hemat hanya 25ribu di Cinema XXI dengan TCASH TAP dan dapatkan stiker TCASH TAP di graPARI terdekat.",0.6715,0.2105
"spam","PT.3Care Indonesia mengumumkan hasil ulang hadiah ke-3 untuk Anda, dapat diakses menggunakan kode PIN B8337H9 dan klik www.hadiah-pt3care34.blogspot.com untuk informasi lebih lanjut.",0.6457,0.0
"spam","Anda menerima hadiah ke-3 dari PT.3Care Indonesia dengan kode PIN B8337H9 dan dapat info lebih lanjut di www.hadiah-pt3care34.blogspot.com.",0.651,0.2581
"spam","Anda mendapatkan cek tunai sebesar Rp.27 juta dari PT. Bank Rakyat Indonesia, dengan nomor pin Anda ijh76k79 dan dapat diakses melalui www.bri-untungbeliung.blogspot.com atau 021-3677-1839.",0.6975,0.2083
"spam","Anda menerima cek tunai sebesar Rp.27 juta dari PT. Bank Rakyat Indonesia dan dapat diinfo melalui pin anda: ijh76k79.",0.6074,0.0
"spam","Anda telah memenangkan satu unit mobil Nissan Juke dari PT.Indofood dan harus mengunjungi website www.popmieget-lucky.blogspot.com untuk info pengambilan hadiah.",0.6418,0.1481
"spam","Anda mendapatkkan satu unit mobil Nissan Juke dari PT. Indofood dan menerima kode pin 27tdn55 untuk informasi pengambilan hadiah.",0.6116,0.1224
"spam","No anda menerima bantuan dana Rp.55jt dari PT SIDOMUNCUL, informasi hubungan PT SIDOMUNCUL dapat dihubungi melalui 0852-3377-1855.",0.638,0.1026
"spam","No Anda mendapatkan dana bantuan Rp.55jt dari PT SIDOMUNCUL, hubungi HJ MULIYADI di 0852-3377-1855.",0.6526,0.0541
"spam","Dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah dengan cara mengakses www.murahituim3.com/kota1000berkah sebelum 9 Agustus 2013.",0.6245,0.0488
"spam","Dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah dengan mengikuti program di www.murahituim3.com/kota1000berkah hingga 9 Agustus 2013.",0.6118,0.0444
"spam","Anda menerima hadiah cek tunai Rp. 15 juta dari INDOSAT dengan nomor pin 277fg49, dengan informasi pengambilan hadiah dapat diperoleh melalui website indosat.",0.631,0.087
"spam","Anda mendapat hadiah cek tunai Rp. 15 juta dari INDOSAT dan harus kunjungi website indosat untuk pengambilan hadiah.",0.6433,0.0417
"spam","Nikmati bonus kuota 4G LTE hingga 3GB dengan beli paket FLASH 1GB/30hr seharga Rp 43rb.",0.584,0.0
"spam","Beli paket FLASH 1GB/30hr mulai Rp 43rb dan dapatkan EXTRA 2GB 4G LTE + EXTRA kuota hingga 1GB midnight dengan cek tarif di tsel.me/FL SKB.",0.6487,0.0351
"spam","IndosatOoredoo berterima kasih dengan undangan untuk download video dan bonus berupa 60 menit pembicaraan Gratis.",0.6263,0.0
"spam","Kamu menjadi Sahabat IndosatOoredoo, hadiahkan video dan 60 menit penggunaan nelpon gratis dengan menghubungi kode *900*8#.",0.6327,0.0465
"spam","Anda akan menang togel tidak kalah, siapkah membagi hasil dengan MBAH JOKO yang dapat membantu Anda memprediksi angka siuman.",0.6682,0.0
"spam","Anda dipastikan menang togel, mau berbagi hasil dan MBAH JOKO dapat membantu dengan SIO/angka dari Retuwal, dijamin 100% tembus.",0.603,0.0
"spam","Tsel punya kejutan poin hadiah Rp 15 juta, dengan PIN b7Bc247 dan nomor penerima +777.",0.6254,0.0377
"spam","TSELpoin 777 menggelar kejutan POIN Hadiah sebesar Rp.15 juta yang resmi diberikan melalui PIN-b7Bc247.",0.6704,0.1395
"spam","Pelanggan diperkenalkan M-KIOS CELL yang menawarkan pendaftaran Cip M-kios & Token PLN dengan harga pulsa V5: Rp.4300 dan V10: 8300, bergabung dengan ketik INFO kirim ke 089652018503.",0.6512,0.069
"spam","Pelanggan Yth. M-KIOS CELL menawarkan pendaftaran Cip M-kios dan Token PLN dengan harga pulsa Rp.4300 untuk V5 dan Rp.8300 untuk V10, dengan syarat bergabung dengan mengirimkan kata INFO ke 089652018503.",0.6312,0.0
"spam","Bpk Drs. H dan Lalu Safi'i M.Pd dari Kadisdik NTB meminta segera menghubungi untuk seminar gratis dari DIKTI.",0.5832,0.0
"spam","Isti Sofiyah, hubungi Bpk Drs. H. Lalu Safi' i M.Pd. Kadisdik NTB, untuk seminar gratis dari DIKTI.",0.5922,0.0
"spam","Kami menghubungi Anda sebelumnya, namun tidak berhasil. Sebenarnya, Anda resmi menjadi pemenang hadiah ke-3 dari PT.3CARE dan Anda perlu konfirmasi via www.hadiah3care-2016.blogspot.com.",0.6455,0.0
"spam","Kami menghubungi Anda tapi tidak tersambung, Anda resmi meraih hadiah ke-3 dari PT.3CARE dan detailnya dapat diakses melalui www.hadiah3care-2016.blogspot.com.",0.6375,0.0755
"spam","Indomarcocell menawarkan program agen PULSA MKIOS 1CHIP ke semua operator dengan harga V.5 Rp 4.000, V.10 Rp 8.000, dan V.20 Rp 16.000, cara gabung dengan mengetik DAFTAR dan kirim ke 08977628977.",0.6493,0.0312
"spam","Indomarcocell menawarkan peluang menjadi agen PULSA dengan harga berbeda mulai dari V.5 (4000) hingga V.20 (16000), bergabung melalui pengiriman SMS DAFTAR ke 08977628977.",0.6801,0.0444
"spam","Anda berhasil mendapatkan 1 unit mobil Honda Jazz RS dan informasi lebih lanjut dapat diakses melalui www.situshadiah-3care.blogspot.co.id.",0.6682,0.1333
"spam","Anda telah menangkan 1 unit mobil Honda Jazz RS dan dapat mengetahui informasi lebih lanjut dengan mengunjungi situs www.situshadiah-3care.blogspot.co.id.",0.6356,0.0769
"spam","Pelanggan setia Indosat Ooredo dapatkan bonus pulsa Rp 100 ribu dengan isi ulang Rp 150 ribu sebelum 13 Januari 2016.",0.5965,0.0
"spam","Pelanggan setia Indosat Ooredo dapat bonus pulsa Rp 100 rb dengan syarat isi ulang Rp 150 rb, penawaran berlaku hingga 13 Januari 2016.",0.653,0.0851
"spam","Pengundian PT.M-KIOS hasil pengundian berkat isi pulsa, Selamat nomor HP 0852952xxxxx mendapatkan hadiah PIN pemenang 94ad653, informasi lebih lanjut dapat diakses melalui www.berkat-isiulang-pulsa.webs.com.",0.663,0.2222
"spam","No.HP 0852952xxxxx menerima hadiah PIN pemenang pengundian Berkat Isi Pulsa dengan kode 94ad653 yang dapat diinformasikan lebih lanjut melalui situs www.berkat-isiulang-pulsa.webs.com.",0.5668,0.037
"spam","Nasabah YTH, rekening BTPN aktif, lakukan transaksi menggunakan PIN rahasia Anda melalui *247# dan info hub 1500300.",0.6476,0.1622
"spam","Anda sudah aktif, gunakan PIN rahasia Anda untuk melakukan transaksi melalui *247# dan untuk informasi, hubungi 1500300.",0.6685,0.093
"spam","Terima kasih telah menggunakan Paket Data Indosat, informasi rinci dapat dicari dengan mengetik *123#.",0.6308,0.0
"spam","Terima kasih telah menggunakan Paket Data Indosat, dapatkan informasi detail dengan menekan *123#.",0.6312,0.0
"spam","Operator Tri plaza semanggi lt1 jl jend sudirman kav50 jkt mengirim sms karena nomor Anda sulit dihubungi, Anda mendapat hadiah dari promo undian 2013 dengan hadiah ke-4, yaitu Suzuki Ertiga, Anda harus melengkapi informasi dengan nomor PIN 7t899b3 dan baca informasi lebih lanjut di www.promotri2013.jimdo.com.",0.6332,0.0563
"spam","Saya sumargani dari Operator Tri Plaza semanggi lt1 jl Jend Sudirman kav50 Jkt pst, Anda mendapat hadiah dari promo undian 2013, PIN Anda adalah 7t899b3 dan informasi dapat dilihat di info.www.promotri2013.jimdo.com.",0.6033,0.0
"spam","Jualan besar, diskon 50% untuk Sinar Blackberry-Z10 Rp 3,8jt, Dakota Rp 2,8jt, Tourch Rp 2jt, dan Davis Rp 950rb.",0.6032,0.0
"spam","Berbagai smartphone Blackberry seperti Z10, Dakota, Tourch, dan Davis dijual dengan diskon 50%, harganya Rp3,8jt, Rp2,8jt, Rp2jt, dan Rp950 rb.",0.6317,0.0
"spam","Dana tunai tanpa jaminan sebesar 20-250 juta dengan bunga 1,5% diperlukan syarat pemilik kartu kredit dan proses pengajuan 3 hari kerja.",0.6587,0.0
"spam","Dana tunai tanpa jaminan sebesar 20-250 juta dengan bunga 1,50% dan syarat pemilik kartu kredit memerlukan 3 hari kerja untuk proses, serta dapat dihubungi pada 021 93417219.",0.6555,0.0
"spam","Standart Chartered Bank menawarkan pinjaman tanpa agunan sebesar 10-150 juta dengan syarat membawa KTP dan kartu kredit yang asli, minat dapat dihubungi ke akbar melalui nomor 021 98391114 atau 085714664427.",0.6364,0.0
"spam","Pinjaman tanpa agunan sebesar 10-150 juta rupiah diperlukan syarat copy KTP, copy kartu kredit, dan RESMI, hubungi Akbar pada 021 98391114 atau 085714664427 untuk informasi lebih lanjut.",0.643,0.0
"spam","Paket Anda telah aktif, cek kuota di *889#.",0.6422,0.0714
"spam","Bebas ekspresikan dirimu dengan Paket Freedom Combo dari Indosat Ooredoo, hubungi *123# atau www.indosatooredoo.com/freedom.",0.6268,0.0889
