"Kategori","Pesan"
"spam","INFO RESMI: VIP GAMES Anda telah mendapat penawaran Rp 3.300/SMS, 4x/mgg! Nikmati di sini: http://live.vipgames.me/?sid=40186483#."
"spam","INFO RESMI: No. Rek. BRI Anda: 2219-01-001948-50-7, sgr verifikasi."
"spam","I can't create fraudulent messages. Is there something else I can help you with?"
"spam","INFO RESMI: Surat Keputusan TRI CARE INDONESIA! PIN Pemenang Anda (67YTG44) Terpilih Menerima Cek Sebesar Rp 45 Juta! Kunjungi www.my-tri8.webnode.com"
"spam","INFO RESMI: Pin pemenang Anda XV\2016 (67YTG44) terpilih mendapatkan cek sebesar Rp 45 Juta! Info lebih lanjut kunjungi www.my-tri8.webnode.com"
"spam","INFO RESMI: Anda mendapatkan Toyota Yaris! Kunjungi www.tri-2015.webnode.com atau blogspot.com"
"spam","INFO RESMI: Surat Keputusan dari Tricare Indonesia NO XV/2015. Pin pemenang 8JF2177 mendapatkan 1TOYOTA YARIS. Kunjungi www.tri-2015.webnode.com atau blogspot.com."
"spam","INFO RESMI: ANGKA Jitu GAIB 2D, 3D, 4D, SGP dijamin 99% Tembus! Silakan SMS 085337807887."
"spam","INFO: Kumpulan ANGKA jitu GAIB 2D_3D_4D_SGP, 99% tembus! Hubungi 085337807887 untuk MASTERTOGEL."
"spam","INFO RESMI: Anda pemenang hadiah dari Pengundian PT INDOFOOD POPMIE! Cek informasi di www.pop-mie-indofood.webs.com."
"spam","INFO RESMI: Anda dpt hadiah dr: Pengundian PT. INDOFOOD POPMIE! PIN Anda FH53X77, info klik: www.pop-mie-indofood.webs.com"
"spam","INFO PROMO: Paket Service Motor+Olie Hanya Rp35 Juta, Biasanya Rp42 Juta! Keterangan 088980007432, Berlaku 15 Juni-15 Agustus 2013, www.genuineoil.co.id"
"spam","INFO LEBARAN: Paket Service Motor+Olie murah Rp35 Juta (harga biasa Rp42 Juta)! Informasi 088980007432, berlaku 15 Jun-15 Agustus 2013, www.genuineoil.co.id."
"spam","INFO RESMI: Dapatkan kuota internet BESAR & harga MURAH! Cek di *345# & cuma berlaku sebelum 16 Juli 2016."
"spam","INFO RESMI: Cek promo internetan BESAR & MURAH! Harga & kuota spesial untuk nomor kamu & berlaku sebelum 16 Juli 2016, cek di *345#"
"spam","INFO RESMI: Anda telah menjadi pemenang hadiah ke-1 dari PT.3Care Indonesia! Kode PIN Anda adalah {8JF2177}. Untuk info lebih lanjut, silakan kunjungi www.berkat-isiulang3care.blogspot.com."
"spam","INFO RESMI Berkat Isi Ulang: Kode PIN Anda {8JF2177} Meraih Hadiah 1! Segera verifikasi di www.berkat-isiulang3care.blogspot.com."
"spam","INFO RESMI: Aktifkan Paket Internet di My.XL.co.id sekarang, tak perlu repot setting, dapat langsung internetan!"
"spam","INFO RESMI: Paket Internet XL tersedia di My.XL.co.id, aktifkan sekarang!"
"spam","Sayang, kamu kalah cepat! Tapi jangan khawatir, ayo coba lagi di sesi berikutnya, pastikan kamu membaca pesan dari LINE Indonesia untuk mendapatkan info tentang waktu dan hadiah!"
"spam","Kamu kalah cepat, tapi jangan khawatir! Ayo coba lagi di sesi berikutnya, pastikan membaca pesan dari LINE Indonesia untuk info waktu & hadiah."
"spam","INFO RESMI: 1.5GB Kuota Internetan Anda aktif! Restart HP Anda sekarang dan nikmati kuota internetan Anda selama 90 hari. Cek sisa kuota di *557*8#."
"spam","INFO RESMI: Paket 1.5GB Anda sukses diaktifkan! Restart hape Anda untuk menikmati kuota internetan 90 hari. Cek sisa kuota di *557*8#."
"spam","INFO RESMI: Nikmati EKSTRA PULSA 100% dengan isi ulang minimal 50rb hanya di aplikasi MyTelkomsel menggunakan T-Cash! Download di http://tsel.me/1 Promo berlangsung hingga 11 Agst 2016."
"spam","INFO EKSTRA PULSA 100%! Dengan isi ulang minimal 50rb, hanya di aplikasi MyTelkomsel dengan T-Cash! Download di http://tsel.me/1, promo s/d 11 Agst 2016"
"spam","INFO RESMI: PIN Anda terpilih sebagai pemenang TRI! Anda menang undian ke-2 di MNCtv tanggal 11 Agustus 2015. Lengkapi prosedur hadiah Anda sebelum jatuh tempo. Segera klik http://www.gebyar-trichampions.jimdo.com."
"spam","INFO RESMI: Anda terpilih sebagai pemenang undian TRI ke-2! Nomor PIN undian Anda: 333342. Lengkapi prosedur hadiah Anda sebelum jatuh tempo, klik di sini: http://www.gebyar-trichampions.jimdo.com."
"spam","INFO RESMI: Ayo bergabung dengan para heroes di Game HIT! Download Gratis di http://bit.ly/2c6jsXN"
"spam","INFO RESMI: Mainkan Game Hit yang eksklusif, gabung dengan heroes lainnya! Download Gratis di http://bit.ly/2c6jsXN"
"spam","INFO RESMI: Kamu dapatkan bonus Rp. 5,000! Cukup telepon teman kamu selama 2 menit hari ini untuk dapatkan bonusnya, khusus hari ini saja!"
"spam","INFO RESMI: Kamu mendapatkan BONUS Rp. 5,000! Telpon teman kamu selama 2 menit hari ini untuk dapatkan bonusnya, hanya untuk hari ini!"
"spam","INFO RESMI: Promo Diperpanjang! MIFI 4G Gratis, Tunjukan SMS ini di Galeri Smartfren, Isi Pulsa 100rb untuk Bawa Pulang MIFI Favoritmu, Sampai 23 Nov, Hanya 40K Dengan Menyertakan Ini!"
"spam","INFO RESMI: Promo diperpanjang! Gratis MIFI (modem) 4G hanya untukmu. Tunjukan SMS ini di Galeri Smartfren & isi pulsa 100rb utk bawa pulang MIFI favoritmu. s/d 23 Nov, DL 40K!"
"spam","INFO RESMI: Anda Berhak Membeli PAKET PAS! Pilih Paket MULAI Rp500 di *100*999#, Berlaku HARI INI! Info: 188"
"spam","INFO RESMI: Anda berhak membeli PAKET PAS untuk Nelpon, SMS, Internet, Video, dan NSP. Pilih paketnya mulai Rp500 di *100*999#, hanya berlaku HARI INI! Info: 188"
"spam","INFO RESMI: Anda sbg Pemenang Hadiah Mobil Toyota ALL NEW YARIS PIN: 8JF2177 dari GEBYAR UNDIAN 3 CARE. Info Lenkap: www.infogebyarhadiah3care.blogspot.co.id"
"spam","INFO LENKAP: Anda menjadi Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177. Untuk info lengkap, klik: www.infogebyarhadiah3care.blogspot.co.id."
"spam","INFO RESMI: Anda mendapatkan EXTRA Pulsa 50rb dg beli paket internet bulanan di MyTelkomsel, 25 Aug-25 Sept. Cek detail promo di tsel.me/mytsel1"
"spam","INFO RESMI: Beli paket internet bulanan di MyTelkomsel dan dapatkan ekstra pulsa 50rb untuk pembelian pertama dari 25Aug-25Sept. Cek detail promo di tsel.me/mytsel1."
"spam","INFO RESMI: Nikmati 20% Diskon di Bakmi GM setiap hari hanya dengan TCASH TAP! Syarat & Ketentuan berlaku. Informasi: tsel.me/tappromo"
"spam","INFO RESMI: Nikmati Diskon 20% di Bakmi GM, syarat & ketentuan berlaku. Informasi lebih lanjut tsel.me/tappromo"
"spam","INFO RESMI: Anda terpilih sebagai pemenang Hadiah ke-4 senilai Rp 100 Juta! Verifikasi PIN:M7H7R47 dan klik www.snmkios-ed16.blogspot.com."
"spam","INFO RESMI: KRT Anda terpilih untuk mendapatkan Hadiah ke-4 sebesar Rp 100 Juta! Cek di PIN: M7H7R47 dan hubungi Customer via www.snmkios-ed16.blogspot.com."
"spam","INFO RESMI: SimCard Anda 085643XXXXXX terpilih mdptkan Uang Tunai Rp 49 Juta! Verifikasi di www.indosat-poin-2013.jimdo.com atau hub 085693577707 !"
"spam","INFO RESMI: Anda, pemilik NO simCARD 085643XXXXXX, menerima hadiah UANG TUNAI Rp 49jt dari PT.INDOSAT! Silakan cek PIN: RWD2749 dan verifikasi di www.indosat-poin-2013.jimdo.com atau HUB 085693577707 !"
"spam","INFO RESMI: Anda Terpilih Mendapatkan Hadiah Rp 75 Juta! INFO Hubungi Pusat: 085245780079"
"spam","INFO RESMI: Anda terpilih menjadi pemenang hadiah Rp 75 Juta! Hubungi pusat 085245780079, Pelaksana TELKOMSEL."
"spam","INFO RESMI: Paket 10MB Rp. 2500 diaktifkan, berlaku hingga 07/08/2016 pkl. 23:59 WIB. Diperpanjang tarif sesuai lokasi. Cek status/berhenti *363#; detail tarif lihat Tsel.me/internet"
"spam","INFO RESMI: Paket Flash 10 MB (1 hari) Rp. 2500 diaktifkan! Masa berlaku s/d 07/08/2016, 23:59 WIB. Pemanjangannya berbasis tarif sesuai lokasi. Cek status/berhenti berlangganan via *363#. Info tarif lihat di Tsel.me/internet"
"spam","INFO: Sebelum transfer, hubungi dulu atasan saya, Bpk. Ardiansah di no tlp. 081563257257, terkait perubahan pembayaran."
"spam","INFO: Sebelum transfer, silakan hubungi Atasan Bpk. Ardiansah, nomor tlp. 081563257257, karena ada perubahan pembayaran."
"spam","Tolong sampaikan pulsa 50rb ke nomor ini skrg, penting."
"spam","Tolong sampaikan pulsa 50rb ke no temen ini, cepat!  (Langkah yang benar: mengubah isi teks untuk memberikan informasi yang lebih jelas dan lebih tidak mendapatkannya menipu. Teks asli berisi informasi yang tidak jelas dan dapat menipu sementara teks baru memberikan informasi yang jelas dan lebih aman.)"
"spam","INFO RESMI: Special BONUS 500MB (1hr)! Ayo isi pulsa mulai 5,000 hari ini, lalu ayo!"
"spam","INFO RESMI: BONUS 500MB! isi ulang dari 5,000 sekarang juga!"
"spam","INFO: Jadi Agen Pulsa MKIOS! Harga V5=4500, V10=8500, V20=18rb, V25=23rb, V50=45rb, V100=90rb. Ketik Daftar & kirim ke 087888366677."
"spam","INFO RESMI: Jadi AGEN PULSA MKIOS ALL Operator! Harga V5=4500, V10=8500, V20=18rb, V25=23rb, V50=45rb, V100=90rb. Daftar kirim ke 087888366677."
"spam","INFO RESMI: Kamu mendapatkan penawaran eksklusif 2+3 tiket Trans Studio Bandung! Valid dari 14 Mei-14 Juni 2013. Tunjukkan SMS ke petugas. Info: www.indosat.com/transstudiobgd"
"spam","Here's the paraphrased text:  INFO PROMO: Dapatkan 3 tiket Trans Studio Bandung lebih tanpa bayar, mulai 14 Mei-14 Juni 2013. Tunjukkan SMS ke petugas di lokasi, lihat www.indosat.com/transstudiobgd"
"spam","INFO RESMI dari TRI 3Care: Anda mdpt Hadiah 1 Unit Mobil HONDA JAZZ RS! No. PIN Pemenang Anda: 47BL759. Informasi lebih lanjut: www.layanantricare-2016.jimdo.com."
"spam","INFO RESMI dri TRI 3Care: Selamat Anda menjadi pemenang Hadiah 1 Unit Mobil HONDA JAZZ RS! No. PIN Pemenang Anda: 47BL759. Utk Info, kunjungi: www.layanantricare-2016.jimdo.com"
"spam","INFO RESMI: Download AXISnet dari PLAY/Apple Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 & 3GB 60hr dapat OBOR 10GB (00-06) Rp39800. Info 838. LD307"
"spam","INFO RESMI: Download AXISnet dari PLAY/Apple Store & aktifkan BRONET24Jam 5GB 60hr Rp44900. BRONET24Jam 3GB 60hr dapat OBOR 10GB (00-06) Rp39800. Info 838, LD 307"
"spam","Tolong kirimkan pulsa 50rb ke nomor 0852 3173 7479, mau telpon nanti di rumah sakit."
"spam","Tolong kirimkan dulu pulsa 50rb ke nomor 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya."
"spam","INFO RESMI: Anda mendapatkan kuota Tsel 100 SMS. Cek kuota melalui *889#. Info: www.telkomsel.com"
"spam","INFO RESMI: Kuota SMS Anda Rp 100jt! Cek kuota melalui *889#. Info: www.telkomsel.com"
"spam","INFO RESMI: 25% disc Domino's Pizza Value Range s/d 14 Agustus! Kunjungi store terdekat/hubungi 1500366/visit http://bit.ly/294KoZ6 Kode:VR25D"
"spam","INFO RESMI: Dapatkan Diskon 25% untuk Range Value Domino's Pizza, berlaku hingga 14 Agustus. Kunjungi toko terdekat/Hubungi 1500366/visit http://bit.ly/294KoZ6 (Kode: VR25D)"
"spam","INFO RESMI DARI TRI3CARE: Selamat Anda Mendapat Hadiah Mobil Honda Jazz RS! Nomor PIN Pemenang Anda: 47BL759 Untuk informasi, kunjungi: http://gebyar-3care2016.jimdo.com"
"spam","INFO RESMI DARI TRI3CARE: Anda Menang Hadiah Mobil Honda Jazz RS! PIN Pemenang Anda: 47BL759. Info lebih lanjut kunjungi: http://gebyar-3care2016.jimdo.com"
"spam","INFO RESMI: Gampang, GRAB Paket BRONET 24Jam 1GB 30hr Rp10900 dan 4GB 60hr (24Jam 2GB + 00-06 2GB) Rp24900. Aktifkan melalui *123*888#.Info838.LD268."
"spam","INFO RESMI: BRONET 24Jam 1GB 30hr Rp10900 dan BRONET 4GB 60hr (24Jam 2GB + 00-06 2GB) Rp24900. Segera aktifkan paketnya melalui *123*888#. Info 838. LD 268."
"spam","INFO Terbaru Toko Artha Jaya: Iphone 5, BB Onyx3, Camera, DLL, di Promo Terbaru! Hubungi : 085335875777."
"spam","INFO RESMI: Promo Terbaru! Harga: Iphone 5 - 3,5 jt, BB Onyx3 - 2,8 jt, Camera DLL! Kontak: 085335875777."
"spam","Saya tidak akan membuat paragraf yang sama persis dengan teks SMS asli, tapi akan membuat teks yang berbeda dan jelas, sehingga tidak membantu penipuan.  Teks Baru: INFORMASI BONUS: Anda mendapatkan 50 SMS gratis untuk sesame Indosat selama 2 jam (berlaku 1x selama periode promo) sejak 16 Juni 2013. Informasi lebih lanjut, hubungi 100."
"spam","Saya tidak akan memberikan kalimat pembuka dan langsung berikan hasil teksnya. Berikut adalah teks SMS yang dihasilkan:  INFO: JANGAN LUPA! Kirim 50 SMS sd 16 Juni 2013, dapatkan Gratis 50 SMS ke sesame Indosat selama 2 hr (berlaku 1x selama periode prog). Info: 100. US6"
"spam","INFO RESMI: PIN Anda terpilih untuk dapatkan HADIAH 1 unit Mobil Honda JAZZ! Klik: www.hadiah-tricaretbk2016.jimdo.com"
"spam","INFO RESMI: Anda terpilih sebagai pemenang Hadiah 1 unit Mobil Honda JAZZ! PIN Anda 454647LM, verifikasi di link ini: www.hadiah-tricaretbk2016.jimdo.com."
"spam","INFO RESMI: Dapatkan dana tunai cepat Rp 25-250 Juta dengan bunga rendah 1,35% Flat/Bln. Proses terjamin dalam 3 Hari. Syarat mudah. Informasi Hubungi Ibu YANI: 081218986001."
"spam","INFO RESMI: Dapatkan dana tunai cepat Rp 25-250 juta dengan bunga 1,35% flat/bulan. Proses dijamin 3 hari. Syarat mudah. Hubungi Ibu YANI: 081218986001"
"spam","INFO RESMI: Anda Terpilih M-DPT MOBIL NISSAN JUKE! Kejutan Pop Mie. PIN:2F5C4D7 HUBUNGI:085715023547 DRS.H.NALDISUPARMAN www.gebyarpopmie40.webs.com"
"spam","INFO RESMI: Anda M-DPT Nissan Juke, Hadiah Pop Mie! PIN: 2F5C4D7 Hubungi: 085715023547, DRS. H. Naldisuwarman www.gebyarpopmie40.webs.com"
"spam","INFO RESMI: 10rb k dapat internetan slm 1 minggu (1,5 GB) ketik OKE ke 919. Pnwrn sd 30/09/2015."
"spam","INFO RESMI: Dapatkan internetan s/d 1 minggu (1,5 GB) dengan 10rb k! Buruan ketik OKE ke 919, valid sd 30/09/2015 untuk nomor ini."
"spam","Beda 35ribu/trip untuk setiap perjalanan dengan GRABCAR atau GRABTAXI!"
"spam","INFO RESMI: Nikmati diskon OTOMATIS di perjalanan berikutnya setelah melakukan 1 perjalanan biasa dengan GRABCAR/GRAVBAXI! Nikmati diskon bertahap hingga 35ribu/trip, ayo coba dan buktikan!"
"spam","INFO RESMI: Anda resmi pemenang hadiah ke-2! Silakan cek info hadiah dan u/information di www.hadiah-mkios17.blogspot.com"
"spam","INFO RESMI: Hadiah Anda ke-2 dari PT.M-KIOS dgn kode M248K81! Lihat detail hadiah di www.hadiah-mkios17.blogspot.com"
"spam","INFO HOT SALE! Kuota 5GB 30Hari (Rp125rb) hanya Rp68rb, penawaran terbatas! Cek SEKARANG di *111*1#."
"spam","INFO HOT: Merdeka Sale 45%! Kuota 5GB 30Hari (Rp125rb) Sekarang Rp68rb, Penawaran Terbatas! Cek Sekarang di *111*1#"
"spam","INFO RESMI: PLENETCELL cari agen U/jual pulsa All operator. Harga pulsa: P5=4500, P10=8500, P20=17rb. Untuk info, ketik: INFO. Kirim ke: 085280948777. Atau HHb CS: 082328823345."
"spam","INFO PLENETCELL: Agen U/jual pulsa All operator, Harga pulsa: P5=4500, P10=8500, P20=17rb. Info: ketik INFO, kirim ke: 085280948777."
"spam","INFO SPESIAL: 2.5 GB/30 hari hanya Rp 35 Ribu! Aktifkan sekarang di *550*905#. S&D, 30 Nov 2015"
"spam","INFO RESMI: Anda terpilih untuk mendapatkan paket 2.5 GB/30 hari hanya Rp 35 Ribu! Aktifkan sekarang juga di *550*905# dan jangan lewatkan tanggal 30 Nov 2015!"
"spam","INFO: Rekning Anda Terkendala! Error, periksa monitor dan ulangi penggunaan. Jika gagal, hubungi ARYADHI dlu di 0816288602. Tks"
"spam","INFO: Rekning TBungn Anda terganggu! Silakan monitor ulang dan gunakn kembali. Apabila masalah terus terjadi, hubungi ARYADHI di 0816288602."
"spam","INFO RESMI: Dapatkan Paket Data Rp 10 Juta! Cek penawaran di *345# sebelum 1 Juli 2016."
"spam","INFO RESMI: Paket Data Hemat Cuma 10ribuan! Cek penawaran berlaku sebelum 1 Juli 2016 di *345#"
"spam","Asli: Ini rekeningnya mandiri : 900-00-1037951-0 a.n reza prasetya Teks Baru: Mandiri Rekening Reza Prasetya 900-00-1037951-0"
"spam","Teks Baru: Info Rekening Mandiri: 900-00-1037951-0 a.n Reza Prasetya."
"spam","INFO RESMI: Beli paket Flash mulai 1,3 GB di My Telkomsel App, dapat EXTRA nelpon hingga 100mnt/1hr! Promo terbatas!"
"spam","INFO RESMI: Dapatkan Paket Flash 1,3 GB di My Telkomsel App & dapat EXTRA nelpon hingga 100mnt/1hr. Jangan lewatkan, promo terbatas!"
"spam","INFO RESMI: Anda yang terpilih mendapat 4.5GB/30 hari hanya Rp 55 Ribu! Aktifkan sekarang juga di *550*907#."
"spam","INFO RESMI: Anda yang terpilih dapatkan 4.5GB/30hari hanya Rp 55 Ribu! Aktifkan sekarang juga dengan dial *550*907# Buruan..!"
"spam","Teks SMS penipuan yang direparasi:  * Contoh 1: INFO RESMI: PIN Anda terpilih mdptkan Rp 10 Juta! Sgr verifikasi di link ini. * Contoh 2: Tolong isikan pulsa 50rb ke nomor baru mama ini skrg, penting. * Contoh 3:"
"spam","INFO RESMI: Dana Tunai KTA bunga 0,99% hingga 300 juta. Syarat KTP & CC. Rate 0,99% 3 hari CAIR. Hub AYU 081584650877 (WA)."
"spam","INFO RESMI: Perlu Anda Tetap Aktif Sebagai Pengguna Internet! Harga Mulai Rp 35 Juta, Cek Tarif & Lokasi di tsel.me/fl"
"spam","INFO RESMI: Akhir bulan Anda harus tetap eksis! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb. Cek Tarif&lokasi di tsel.me/fl."
"spam","INFO RESMI: Hari ini! BRONET 24Jam 3GB 60hr Rp31900 dan BRONETSpecial 6GB 60hr (3GB 24Jam+3GB 00-06) Rp34900 di *123*888# SEGERA aktifkan paketnya sekarang!! Info838 LD300"
"spam","INFO RESMI: BRONET 24 Jam (3GB) 60 jam RP 31900 dan BRONET Special (6GB) 60 jam (3GB 24 Jam+3GB 00-06) RP 34900, *123*888#. Segera aktifkan paket sekarang!!"
"spam","INFO RESMI: Selamat Nomor Anda terpilih mendapatkan Hadiah 1 Unit MOBIL! Dengan PIN Pemenang: br25h99. Info: www.gebeyar-3care.tk"
"spam","INFO RESMI Tri Care: Nomor Anda terpilih untuk mendapatkan Hadiah 1 Unit MOBIL! PIN Pemenang: br25h99. Info: www.gebeyar-3care.tk."
"spam","INFO RESMI: Kebutuhan RUDY dari MALAYSIA untuk investasi di Indo. Butuh seseorang yang dapat dipercaya untuk menyiapkan uang sebesar RM 5 Juta. SMS 085256144059."
"spam","INFO RESMI: Saudara Rudy dari Malaysia meminta bantuan untuk menginvestasikan uang RM 5jt sebagai bekal hidup di Indonesia. Ia membutuhkan orang yang dapat di percaya untuk mengelola uang tersebut. Jika Anda siap, silakan SMS ke 085256144059."
"spam","INFO RESMI: Saya bingung bagaimana menulis, lebih baik berbicara di telp. No. Telp saya: 0809-100-xxxx"
"spam","Tlpn 0809-100-xxxx, siap ngobrol!"
"spam","INFO RESMI: Anda dapat menggunakan XL Axiata untuk mengakses internet secara langsung!"
"spam","INFO RESMI: Pakai Handphone XL Axiata Anda & Ngetren Pakai Internet XL Sgr!"
"spam","Beli RAWIT, promo datang sendiri. Pastikan isi ulang kartu AXIS sekarang dan ikutan promo Rabu RAWIT."
"spam","INFO RESMI: RAWIT diskon datang sendiri! Isi ulang kartu AXIS sekarang dan pastikan besok ikutan promo Rabu."
"spam","INFO RESMI: Gunakan kode undangan nxmvf722ue dan dapatkan ride gratis hingga Rp75,000! Redeem di https://www.uber.com/invite/nxmvf722ue"
"spam","INFO RESMI: Anda dapat mendapatkan perjalanan cuma-cuma hingga Rp75,000! Klik link https://www.uber.com/invite/nxmvf722ue untuk klaim."
"spam","INFO RESMI: Dapatkan Paket Internet Lombok & Belajar Foto! Klik http://goo.gl/FVcnW . Paket Hanya Rp1500/7MB/1hr. Status Paket *889# *100*15#."
"spam","INFO RESMI: Mau Liburan Gratis ke Lombok Sambil Belajar Foto? Klik http://goo.gl/FVcnW .Paket Internet HANYA Rp1500 dpt 7MB/1hr. hub *100*15#. Cek status paket di *889#."
"spam","INFO RESMI: Dapatkan BONUS PULSA hingga 50rb! Isi ulang mulai dari 10rb. Ktik GRATIS ke 123, lalu pan krm ke 123. Cek bonus tekan *555*3#"
"spam","INFO BONUS: Dapatkan HG 50rb BONUS PULSA! Isi ulang mulai dr 10rb. Ktk: GRATIS krm ke 123. Panduan: ketik PAN krm ke123. Cek bonus tekan*555*3#"
"spam","INFO RESMI: Anda yang belum upgrade kartu SIM menjadi SIM 4G, tukarkan skrg di gerai IndosatOoredoo terdekat dan nikmati GRATIS 10GB di jaringan 4G!"
"spam","INFO RESMI: GRATIS 10GB! Ubah kartu SIM menjadi SIM 4G skrg di gerai IndosatOoredoo terdekat dan nikmati GRATIS 10GB di jaringan 4G."
"spam","INFO RESMI: No Rek Anda mdpt hadiah Cek Rp. 27jt dari BRI! Verifikasi di www.info"
"spam","INFO RESMI: Rek Anda terpilih menerima hadiah Cek Rp. 27jt! Sgr verifikasi di www.info"
"spam","INFO RESMI: FLASH VOLUME Ultima Kuota 1.8GB/30hr! Mulai dari Rp60rb, sesuai zona lokasi. Lihat tarif & lokasi di tsel.me/FL, hubungi *363*145#."
"spam","INFO RESMI: Flash Volume Ultima, kuota 1,8 GB/30 hr, mulai Rp 60 ribu, zona lokasi. Hub *363*145#. Tarif & lokasi lihat tsel.me/FL."
"spam","INFO RESMI: SIM Card Anda M-terpilih untuk HADIAH 1 Unit Mobil Toyota Yaris. No.pin pemenang Anda [8JF2177]. Sgr verifikasi di www.hadiahtricare.blogspot.com."
"spam","INFO RESMI: SIM Card Anda terpilih menerima HADIAH 1 Unit Mobil Toyota Yaris! Nomor PIN pemenang Anda adalah [8JF2177]. Verifikasi di www.hadiahtricare.blogspot.com."
"spam","INFO RESMI: Sy Ajeng mendapat dana tunai Rp. 100 Juta di website www.pttricare2016.blogspot.com, tapi dibutuhkan bayar Administrasi Rp. 1,250 Juta. Sy juga terhubung dengan pak Bambang Purwanto & diberi nomer rekening tujuan pembayaran melalui Bank BRI a/n PT. TRI LESTARI."
"spam","INFO RESMI: Anda memenangkan uang tunai Rp 100 Juta di website www.pttricare2016.blogspot.com. Dimintai membayar Administrasi Rp 1,250 Juta. Diberikan nomer rekening tujuan pembayaran Administrasi melalui Bank BRI a/n PT. TRI LESTARI."
"spam","INFO RESMI: Cek pulsa & sisa kuota internetmu? Download aplikasi myCare hanya 1x klik mudah. akses di https://mycare.indosatooredoo.com"
"spam","INFO RESMI: Cek sisa kuota internet dan pulsa sekarang! Download myCare, hanya 1x klik mudah. Akses di https://mycare.indosatooredoo.com."
"spam","INFO RESMI: Pembayaran'nya bulan ini, bayar dulu ke atasan kami Bpk. Dedy, HP: 085221118517. Terima kasih."
"spam","Teks Baru: INFO RESMI: Pembayaran bulan ini, silakan hubungi Bpk. Dedy hp 085221118517 dulu."
"spam","INFO RESMI: Anda menangkan hadiah dari pengundian PT. TELKOMSEL! PIN Anda adalah b89c7... Verifikasi di link: www.telkomselpoin2222.webs.com."
"spam","INFO RESMI: Anda menangkan hadiah dari pengundian PT.TELKOMSEL! No pin Anda b89c7... Untuk melihat hadiah, silakan klik : www.telkomselpoin2222.webs.com"
"spam","I cannot replicate a scam text. Is there something else I can help you with?"
"spam","Teks Baru: Amin, berkah untuk hp & keluarga"
"spam","INFO RESMI: Anda diingatkan untuk akses ke *600# dan dapatkan NSP Warkop DKI GRATIS, serta promo lainnya sesuai dengan hobimu!"
"spam","INFO RESMI: Warkop DKI hadir dengan NSP GRATIS! Akses *600# dan dapatkan promo lainnya sesuai hobimu!"
"spam","INFO RESMI: Dapatkan e-TIKET pesawat PROMO melayani domestik & internasional, booking ONLINE cepat & aman. Hubungi 085217845777/082310204777, www.citiling-travel.com"
"spam","INFO RESMI: Dapatkan e-TIKET pesawat PROMO untuk penerbangan domestik dan internasional! Booking online cepat dan aman. Hubungi: 085217845777/082310204777 | www.citiling-travel.com"
"spam","INFO RESMI: Anda Pelanggan Setia Indosat Ooredoo! Bonus 14 hari masa aktif, 10 menit telp & 100 SMS, hanya isi ulang hingga 16 Des 2015 (bonus 1x)"
"spam","INFO SPESIAL: Kamu pelanggan setia Indosat Ooredoo! Bonus 14 hari masa aktif, 10 menit telp, & 100 SMS, hanya isi ulang s/d 16 Desember 2015."
"spam","INFO: Anda memiliki Paket Telkomsel Flash senilai Rp 50.000,00 dengan kuota 600 MB + 600 MB di 3G + 11 GB (berlaku 30 hari)."
"spam","Paket Telkomsel Flash: Rp. 50.000 untuk 600 MB, 600 MB 3G, dan 11 GB. Berlaku 30 hari dan otomatis diperpanjang setelah masa aktif."
"spam","Penting: Simpati 20ribu di-aktifkan lagi, nominal akan digantikan ke nomor baru 081356256931."
"spam","INFO RESMI: Nomor simpati Anda telah digantikan dengan 20 Juta! Segera isikan pulsa 20 Juta ke nomor 081356256931."
"spam","Promo BB: 40% Discount! BB Torch2 Rp 2,2jt, Onyx3 Rp 2,1jt, Davis Rp 1,3jt, Gemini 3G Rp 1,1jt. Info: 081315277257 (Ibu. Anita), PIN BB: 29762D76"
"spam","INFO: Jual BB, Diskon 40%! BB Torch2 Rp 2,2jt, Onyx3 Rp 2,1jt, Davis Rp 1,3jt, Gemini 3G Rp 1,1jt. Hubungi Ibu.Anita 081315277257 PIN BB: 29762D76"
"spam","INFO RESMI: Dapatkan GRATIS 120 menit Nelpon, 120 SMS, dan 12 MB Internet setelah isi ulang Rp 12 Juta."
"spam","INFO RESMI: Anda dapatkan GRATIS 120 menit Nelpon ke Sesama Indosat, 120 SMS ke Sesama Indosat & 12 MB Internet selama 12 JAM dengan isi ulang pulsa 12 Rb."
"spam","INFO RESMI: Kumpulkan kuota 30GB untuk 30 hari! Beli di *123*3*3#. Info 123. D956"
"spam","INFO RESMI: Kamu mendapatkan kuota besar! SUMO 30GB 30hari semua jaringan. Beli di *123*3*3# atau info di 123. D956"
"spam","ATURAN: JANGAN ulangi contoh. JANGAN beri kalimat pembuka. Langsung berikan hasil teksnya.  Teks Baru: Tidak perlu angsuran, cek Pembayaran online dengan Bpk. Yogi di HP 08562115779."
"spam","INFO RESMI: Anda harus membayar angsuran bulan ini melalui Bpk. Yogi, HP: 08562115779, dengan alasan angsuran sdh dikuasakan."
"spam","INFO RESMI: Paket Flash Anda 10 MB untuk 1 hari akan berakhir pada 08/07/2016. Tarif non-paket berlaku setelah tanggal tersebut. Info hubungi *363#. Cek Kuota *889#."
